Word	Occurrences	Reference
vavivuiale          	1	JHN 4:20
vavivuiali          	3
vavivulai           	2
vavivute            	1	1TI 5:4
vavivutea           	1	1TI 4:7
vavivutelai         	1	LUK 1:73
vavoale             	1	2TH 2:6
vavoleu             	1	REV 21:2
vavolivelubele      	1	MAT 7:18
vavolo              	34
Vavolo              	1	JHN 10:10
vavoloage           	2
vavoloagelive       	1	TIT 2:10
vavoloai            	14
vavoloale           	1	MAT 5:26
vavoloalive         	3
vavoloalivelu       	2
vavoloalu           	1	LUK 16:18
vavolobe            	1	ACT 19:37
vavoloea            	3
vavoloeavalu        	1	LUK 16:2
vavoloeavege        	1	1CO 6:7
vavoloeavei         	1	1CO 6:8
vavoloigei          	1	LUK 20:47
vavoloilau          	1	LUK 16:18
vavoloiva           	2
vavoloivale         	5
vavoloivalelu       	1	JHN 12:6
vavolota            	3
vavolou             	5
vavolubele          	1	MAT 7:18
vavu                	17
vavuage             	1	REV 18:7
vavuale             	38
vavualeke           	1	LUK 15:30
vavuavale           	1	REV 11:1
vavue               	14
vavuevei            	1	LUK 22:5
vavuevelu           	1	ACT 27:3
vavueviva           	1	ROM 1:25
vavuevivale         	1	LUK 23:2
vavugau             	2
vavuge              	74
vavugei             	1	HEB 9:25
vavuhage            	1	REV 21:16
vavuhai             	3
vavuhale            	2
vavuhalive          	1	REV 11:2
vavuhaso            	1	REV 11:1
vavui               	87
vavuiava            	1	MAT 10:28
vavuiave            	1	ACT 9:28
vavuito             	5
vavuive             	1	2PE 1:7
vavula              	3
vavulive            	1	1TI 3:6
vavulivelu          	2
vavulu              	73
vavuso              	1	LUK 22:44
vavuva              	4
vavuvaga            	1	MRK 14:15
vavuvale            	1	MAT 24:19
vavuvalelu          	1	JHN 10:13
vavuve              	12
vdeu                	1	JHN 6:28
ve                  	12
vea                 	12
veale               	1	LUK 24:47
vealiga             	1	GAL 2:20
vebuai              	1	MAT 22:34
veesulu             	1	MRK 5:29
vege                	1	REV 21:21
vegei               	1	2CO 8:24
vegelive            	1	1TI 5:18
vegueve             	1	LUK 19:3
vei                 	8
veiai               	1	JHN 10:12
vekea               	1	MRK 3:10
vekeai              	4
vekealu             	5
vela                	18
velae               	2
velage              	1	ROM 7:2
velai               	2
velala              	1	MAT 1:16
velalivelu          	1	1CO 7:9
velaluaga           	1	1CO 7:28
velata              	1	ACT 5:9
velati              	2
velau               	3
velave              	4
velavele            	1	ACT 5:7
velaveta            	1	ACT 5:10
velaveu             	8
velaveule           	1	HEB 13:4
velavu              	12
velavuai            	1	MAT 24:38
velavuale           	1	1CO 7:28
velavuavale         	1	1CO 7:34
Velavuavale         	1	1CO 7:39
velavue             	2
velavuia            	11
velavuiabeu         	1	1CO 7:39
velavuiai           	1	1CO 7:25
velavuivale         	1	1CO 7:10
velavuta            	1	TIT 2:4
vele                	16
velecalu            	1	LUK 19:9
veleki              	1	LUK 13:32
veleo               	1	LUK 1:16
veleva              	3
velevage            	9
Velevage            	1	ACT 27:26
velevai             	88
Velevai             	1	ACT 21:11
velevale            	5
velevaleke          	1	MAT 2:7
velevalivelu        	3
velevalu            	38
velevasege          	1	LUK 13:32
Velikisi            	1	ACT 24:27
Velikisiu           	2
Velisi              	6
Velisilu            	1	ACT 23:25
Velisiu             	3
velive              	1	MAT 28:5
velivelu            	3
velu                	14
vene                	22
Vene                	5
venela              	1	1PE 2:25
venele              	50
venelu              	2
veneta              	1	MRK 9:49
venetale            	2
veneu               	48
Veneu               	2
VENEU               	1	REV 2:11
veneule             	4
veneve              	1	REV 19:3
veni                	5
Venitasie           	1	ACT 25:13
veniu               	11
Veniu               	2
veniule             	1	LUK 12:54
veo                 	2
Vepas               	1	LUK 24:13
vesiavage           	1	REV 18:1
Vesitasi            	2
Vesitasiu           	9
vesite              	1	MAT 26:11
vesivulutu          	1	REV 14:4
VESOLIGE            	1	REV 2:10
vesu                	3
vesuai              	4
vesuale             	2
vesualela           	2
vesualelu           	1	ACT 21:26
vesuavalive         	1	HEB 11:32
vesue               	1	MAT 12:20
vesuesolige         	1	MAT 12:20
vesuesolisege       	1	MRK 2:1
vesuga              	1	MAT 2:9
vesuge              	70
vesugege            	1	MRK 14:1
vesugei             	1	MRK 6:5
vesugeto            	3
vesui               	57
Vesui               	1	2CO 3:10
vesuia              	2
vesuiava            	8
vesuiavage          	7
vesuiavai           	25
vesuiavaige         	1	MRK 1:4
vesuiavailivelu     	1	JHN 20:23
vesuiavaito         	3
vesuiavaitoba       	1	MAT 7:3
vesuiavale          	4
vesuiavalivelu      	5
vesuiavalu          	10
vesuiavasege        	2
vesuiavege          	1	1CO 15:28
vesuiavei           	4
vesuiavelu          	1	MAT 14:14
vesuiaveva          	1	MRK 2:7
vesuiaviva          	2
vesuige             	1	ACT 7:21
vesuii              	1	2PE 3:11
vesuilolu           	1	LUK 1:7
vesula              	4
vesulage            	1	LUK 15:30
vesulege            	1	REV 12:1
vesulive            	1	JUD 1:18
vesulivelu          	13
vesulu              	124
vesulut             	1	REV 2:5
vesuse              	1	REV 11:11
vesusege            	102
Vesusege            	1	REV 19:5
vesusegeto          	1	HEB 1:11
vesuveve            	1	1PE 1:18
vesuveveu           	1	1PE 4:7
veta                	1	MAT 18:25
vete                	1	MAT 18:23
veteai              	1	MAT 11:16
veteavai            	1	LUK 7:31
veteavalu           	2
vetela              	1	MAT 19:12
veteve              	1	LUK 13:10
vetiale             	1	2TI 2:15
veu                 	9
veuavale            	2
veuiavale           	1	PHP 3:5
veuivale            	8
veusege             	1	REV 6:11
veuu                	1	MAT 15:17
vevale              	1	REV 2:20
vevalu              	1	ROM 5:14
veve                	1	MAT 21:38
veveabe             	1	2CO 1:15
vevela              	1	MAT 18:28
vevelave            	1	1CO 7:4
veveu               	1	2CO 8:21
vi                  	3
via                 	1	2CO 1:13
viage               	1	LUK 10:2
viala               	1	HEB 11:32
vidia               	4
vie                 	1	2TH 3:10
vievi               	1	2CO 2:15
vigi                	4
Vigi                	1	MRK 13:28
vigiu               	1	JHN 1:50
viko                	2
vikoai              	10
vikoalu             	2
vikoavelu           	1	ACT 8:9
vikohamai           	1	ACT 4:13
vikoivale           	5
vikokeai            	1	ACT 28:4
vikou               	10
Vikou               	1	ACT 6:8
vila                	1	EPH 1:1
vile                	96
vilea               	4
vilela              	11
vilele              	36
vilelega            	1	MRK 11:33
vilelegabo          	1	1JN 4:3
vilelegau           	1	1CO 15:21
vileo               	181
Vileo               	1	2TI 2:14
vileoga             	9
vileogau            	4
vileovaeavai        	1	MAT 12:21
vileta              	1	REV 22:3
vileve              	1	2PE 3:12
viliai              	1	MRK 14:51
viliale             	1	REV 5:1
vilialu             	1	HEB 9:19
viliasegehaegiu     	1	REV 10:1
Vilisia             	2
vilive              	1	2TI 4:3
viliviliai          	19
viliviliale         	1	2TI 4:7
viliviliavale       	1	HEB 12:1
vina                	1	JHN 5:3
vinalu              	1	JHN 5:2
vioai               	1	REV 3:18
vise                	1	JHN 6:15
visi                	1	JHN 20:27
viso                	2
visoavele           	1	MRK 5:11
visoe               	14
visole              	3
visota              	3
visovea             	1	1CO 15:36
visoveke            	1	MAT 5:38
visu                	3
visugevelogo        	1	ACT 16:23
visukaeavai         	5
visukaeavale        	1	2CO 11:25
visukaeavalogoto    	1	MRK 15:15
visukaeavalu        	1	JHN 19:1
visukaeavei         	3
visukaeavelu        	2
visukaevai          	1	MAT 26:67
visukaevei          	1	LUK 21:12
visukavaeage        	1	ACT 22:24
visukavaeavei       	1	HEB 11:36
visukavale          	1	2CO 11:24
visukavalivelu      	1	ACT 22:29
visukavei           	1	ACT 5:40
visuta              	1	MRK 10:34
vita                	5
vitai               	2
vitale              	13
vitelu              	1	2TI 2:10
viti                	1	REV 21:17
vito                	1	ACT 3:8
vitoai              	1	ACT 3:8
vitoi               	6
viva                	3
vivata              	1	1CO 7:22
vivia               	1	LUK 1:9
vivie               	1	LUK 1:9
vivihatugei         	1	JHN 20:22
viviti              	6
vivitini            	3
vivti               	1	ACT 13:20
vki                 	1	REV 21:13
vla                 	1	JHN 4:17
vli                 	2
Vniu                	1	MAT 7:25
vo                  	107
Vo                  	1	JHN 3:29
voa                 	20
Voa                 	1	REV 6:1
voabuti             	1	REV 11:7
Voa’                	1	REV 5:14
voda                	6
vodai               	8
VODAI               	1	REV 2:11
vodale              	8
vodau               	1	MAT 13:50
vodave              	4
vodaveu             	1	ACT 7:30
voe                 	3
voeabe              	1	MRK 15:7
voeai               	1	MAT 15:4
voeale              	1	MAT 9:24
voel                	1	LUK 21:24
voela               	2
voelage             	1	GAL 3:14
voelale             	1	1TH 4:14
voelalu             	1	HEB 8:3
voele               	99
Voele               	2
voelea              	8
voeleage            	17
voeleagei           	1	MAT 17:15
voeleai             	136
Voeleai             	1	MRK 9:32
voeleale            	75
Voeleale            	1	LUK 7:12
voelealela          	4
voelealelu          	1	ROM 14:15
voelealive          	2
voelealivelu        	26
voelealogo          	1	REV 13:14
voelealoho          	1	REV 17:8
voelealu            	93
voelealuaga         	2
voeleasege          	3
voeleaso            	1	ROM 6:16
voeleato            	1	MAT 20:28
voeleava            	1	ACT 25:16
voeleavale          	1	1CO 15:26
voelebe             	1	ACT 20:25
voelee              	1	ROM 6:3
voelege             	2
voeleige            	53
voeleigeto          	1	ACT 23:12
voeleisege          	3
voeleiva            	16
voeleivale          	3
voeleke             	1	MAT 8:22
voelela             	1	MRK 9:26
voelelau            	1	LUK 12:50
voelele             	18
voelelo             	1	ROM 6:11
voelelu             	5
voeleluga           	1	JHN 12:7
voelelugau          	1	MRK 14:64
voeletalugau        	1	1JN 5:6
voeleu              	10
voelevai            	1	MAT 18:6
voeleve             	8
voeleveu            	1	LUK 8:42
voelu               	3
voeta               	1	ACT 23:24
vogivilu            	1	LUK 12:10
vogoai              	2
vohadeleti          	1	GAL 3:17
voia                	5
voiage              	4
voiai               	19
voiale              	4
voialela            	1	MAT 27:6
voialelu            	1	LUK 14:18
voialivelu          	2
voialu              	9
voiatilu            	1	MAT 13:44
voiavale            	5
voiave              	1	MAT 25:9
voiavege            	1	ACT 7:9
voie                	2
voievei             	1	ACT 2:45
voige               	1	REV 18:13
voigeale            	1	2PE 2:1
voigei              	8
voileige            	1	MAT 5:21
voileiva            	1	MAT 10:34
voilu               	1	JHN 4:8
voiveve             	2
voivivela           	1	2TI 4:13
voivoi              	1	MRK 11:16
vokovokoale         	1	MAT 11:28
vokovokoalivelu     	1	ACT 27:18
vokovokoalu         	3
vokovokove          	1	MAT 11:29
vol                 	1	HEB 9:13
vola                	25
volate              	1	HEB 7:3
vole                	1454
Vole                	9
VOLE                	1	REV 2:8
vole_               	1	REV 2:19
volea               	516
Volea               	8
VOLEA               	1	REV 2:9
voleabe             	1	LUK 21:11
voleage             	2
voleah              	1	REV 2:5
voleai              	9
VOLEAI              	1	REV 2:8
Voleai              	1	REV 19:3
voleake             	1	MRK 3:2
voleala             	8
volealai            	1	EPH 5:6
voleale             	28
Voleale             	2
voleali             	88
volealivelu         	1	GAL 4:9
volealu             	2
volealuaga          	1	2CO 12:21
voleave             	6
voleavele           	1	ACT 18:23
voleavelu           	1	LUK 17:2
voleaveu            	1	MRK 12:42
voleige             	2
volela              	57
Volela              	1	ACT 13:1
volelai             	146
Volelai             	5
volelailoui         	1	MAT 10:35
volelate            	6
volelau             	6
volele              	50
volelei             	2
volelevetilu        	1	MAT 11:27
volelu              	12
voleo               	182
Voleo               	1	2CO 1:17
voleogau            	1	LUK 12:45
voleta              	49
voletaga            	2
voletale            	1	LUK 6:29
voletava            	1	MAT 23:5
volete              	11
voletea             	1	ROM 1:26
voleteali           	1	JHN 17:13
voleteau            	1	1CO 12:4
voletelai           	1	1TI 1:5
voletele            	5
voleteu             	1	REV 12:3
voleti              	10
voletilu            	1	ACT 12:17
voleu               	425
Voleu               	5
voleuba             	2
voleule             	36
voleuotogou         	1	REV 14:17
voleuuvute          	1	MAT 12:22
volevai             	1	MAT 1:23
voleve              	1	JHN 21:19
voloa               	1	LUK 14:8
voloale             	1	REV 10:3
voloeale            	1	2TI 2:2
voloeo              	1	JHN 6:25
voloige             	2
voloivale           	3
vololu              	1	REV 13:15
volovoloalivelu     	1	MAT 12:19
volta               	1	MAT 21:33
volu                	7
vomu                	1	LUK 20:46
Vonisi              	1	ACT 27:12
voo                 	167
Voo                 	2
voolu               	2
voou                	3
voseleale           	3
votage              	2
votai               	1	MAT 18:28
votaige             	1	JHN 9:14
